,Unnamed: 0,precio_m2,superficie_total,categoria,dormitorios,baños,cocheras,colonia,alcaldia,lat,lng
4522,4522,37666.66666666666,90.0,departamento,3.0,2.0,2.0,ESCANDON II,MIGUEL HIDALGO,19.4015865,-99.1785164
7587,7587,24006.72514619883,342.0,casa,4.0,2.0,2.0,VILLA VERDUN,ALVARO OBREGON,19.33727,-99.25292
8992,8992,32352.941176470587,119.0,departamento,3.0,2.0,2.0,SAN PEDRO ZACATENCO (PBLO),GUSTAVO A. MADERO,19.50292912152,-99.122149341553
6088,6088,59595.9595959596,99.0,departamento,3.0,2.0,2.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.3645003,-99.1616156
1628,1628,14720.0,125.0,casa,3.0,2.0,2.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.33124,-99.22516
5641,5641,14815.716981132076,106.0,casa,3.0,2.0,2.0,LETRAN VALLE,BENITO JUAREZ,19.37456,-99.15076
2077,2077,14839.779005524862,181.0,casa,3.0,2.0,2.0,IRRIGACION,MIGUEL HIDALGO,19.44253,-99.20773
862,862,53125.0,320.0,casa,4.0,2.0,2.0,LOMAS DE BEZARES,MIGUEL HIDALGO,19.39133,-99.24345
7583,7583,14285.714285714286,294.0,casa,3.0,2.0,2.0,VILLA VERDUN,ALVARO OBREGON,19.33996,-99.26018
3550,3550,59445.08670520231,173.0,departamento,3.0,2.0,2.0,NARVARTE III,BENITO JUAREZ,19.39289,-99.1606
772,772,59345.79439252336,107.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.442722353724008,-99.20123468161464
709,709,59345.79439252336,107.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.442722353724008,-99.20123468161464
733,733,59345.79439252336,107.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.442722353724008,-99.20123468161464
7989,7989,15100.0,90.0,departamento,3.0,2.0,2.0,GUADALUPE INSURGENTES,GUSTAVO A. MADERO,19.4780997,-99.130071
8809,8809,25471.10084033613,119.0,casa,4.0,2.0,2.0,VALLE DEL TEPEYAC,GUSTAVO A. MADERO,19.48839,-99.1428
836,836,59312.5,160.0,casa,3.0,2.0,2.0,LOMAS DE BEZARES,MIGUEL HIDALGO,19.3909815,-99.2439166
8913,8913,15068.74074074074,270.0,casa,3.0,2.0,2.0,LA CASILDA,GUSTAVO A. MADERO,19.55637,-99.1245
6767,6767,15100.0,90.0,departamento,3.0,2.0,2.0,LINDAVISTA I,GUSTAVO A. MADERO,19.4888785,-99.1298249
6773,6773,15100.0,90.0,departamento,3.0,2.0,2.0,LINDAVISTA I,GUSTAVO A. MADERO,19.4888785,-99.1298249
8170,8170,25446.42857142857,224.0,departamento,4.0,2.0,2.0,VILLA DE ARAGON (FRACC),GUSTAVO A. MADERO,19.4690612,-99.0597262
4898,4898,43800.0,200.0,casa,3.0,2.0,2.0,LAS AGUILAS,ALVARO OBREGON,19.3615588,-99.1992021
7573,7573,14285.714285714286,294.0,casa,3.0,2.0,2.0,VILLA VERDUN,ALVARO OBREGON,19.3391,-99.25739
8905,8905,14225.352112676055,142.0,casa,3.0,2.0,2.0,SAN JOSE DE LOS CEDROS I,CUAJIMALPA DE MORELOS,19.36782,-99.29205
3191,3191,6129.032258064516,155.0,departamento,2.0,2.0,2.0,CHAPULTEPEC POLANCO (POLANCO),MIGUEL HIDALGO,19.431218513800832,-99.20081365731043
3153,3153,39411.76470588235,170.0,departamento,3.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
5495,5495,9162.55128205128,234.0,casa,2.0,2.0,2.0,SAN SIMON TICUMAC,BENITO JUAREZ,19.37478,-99.1442
3201,3201,5645.933014354067,209.0,departamento,2.0,2.0,2.0,CHAPULTEPEC POLANCO (POLANCO),MIGUEL HIDALGO,19.4311302,-99.1998441
3204,3204,5645.933014354067,209.0,departamento,2.0,2.0,2.0,CHAPULTEPEC POLANCO (POLANCO),MIGUEL HIDALGO,19.4311302,-99.1998441
4474,4474,39411.76470588235,119.0,departamento,3.0,2.0,2.0,TETELPAN,ALVARO OBREGON,19.33935550193096,-99.23723059685057
143,143,3837.5,400.0,casa,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.43259,-99.19663
1085,1085,3682.170542635659,258.0,departamento,2.0,2.0,2.0,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,19.421469,-99.225289
107,107,6701.030927835051,194.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4331242,-99.2005531
4859,4859,7859.523809523809,210.0,casa,4.0,2.0,2.0,ALAMOS I,BENITO JUAREZ,19.39854,-99.13824
3940,3940,24285.714285714286,280.0,departamento,2.0,2.0,2.0,CUAUHTEMOC,CUAUHTEMOC,19.4282821,-99.1700894
4743,4743,24166.666666666668,180.0,departamento,2.0,2.0,2.0,NAPOLES,BENITO JUAREZ,19.3937579,-99.1779384
7790,7790,24841.26984126984,63.0,casa,2.0,2.0,2.0,JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.41617,-99.10743
8245,8245,24976.0,125.0,departamento,2.0,2.0,2.0,AMERICAS UNIDAS-DEL LAGO,BENITO JUAREZ,19.38226,-99.14173
5296,5296,25661.375661375663,189.0,casa,2.0,2.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3520355,-99.3030319
7474,7474,14130.434782608696,184.0,casa,3.0,2.0,2.0,LA CANDELARIA TICOMAN (BARR),GUSTAVO A. MADERO,19.51886,-99.1385
9271,9271,25454.545454545456,165.0,departamento,2.0,2.0,2.0,ZACATIENDA,TLALPAN,19.2588434259,-99.1634700283
7747,7747,25448.727272727272,220.0,casa,2.0,2.0,2.0,JARDIN BALBUENA I,VENUSTIANO CARRANZA,19.4232047,-99.1072088
3328,3328,25423.728813559323,177.0,departamento,2.0,2.0,2.0,NARVARTE II,BENITO JUAREZ,19.3958239,-99.1468436
8157,8157,25257.731958762888,97.0,departamento,2.0,2.0,2.0,SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.3631419,-99.2880597
869,869,34500.0,200.0,departamento,2.0,2.0,2.0,OLIVAR DE LOS PADRES,ALVARO OBREGON,19.339689,-99.2158257
5649,5649,57687.98449612403,129.0,departamento,3.0,2.0,2.0,LETRAN VALLE,BENITO JUAREZ,19.3741641,-99.1576599
7656,7656,57473.28244274809,131.0,departamento,3.0,2.0,2.0,LA MARTINICA,ALVARO OBREGON,19.3605334,-99.2267067
8020,8020,25961.53846153846,104.0,casa,4.0,2.0,2.0,SAN JUAN DE ARAGON (PBLO),GUSTAVO A. MADERO,19.4688,-99.08592
3388,3388,14434.285714285714,105.0,departamento,3.0,2.0,2.0,LINDAVISTA II,GUSTAVO A. MADERO,19.496660504702863,-99.12493096527513
4384,4384,60000.0,115.0,departamento,3.0,2.0,2.0,GRANADA,MIGUEL HIDALGO,19.44016,-99.19123
9034,9034,25916.666666666668,120.0,casa,4.0,2.0,2.0,LOMAS DE PUERTA GRANDE,ALVARO OBREGON,19.35614,-99.23299
7757,7757,14125.0,160.0,casa,3.0,2.0,2.0,JARDIN BALBUENA I,VENUSTIANO CARRANZA,19.42722,-99.11026
8021,8021,21153.846153846152,104.0,casa,4.0,2.0,2.0,SAN JUAN DE ARAGON (PBLO),GUSTAVO A. MADERO,19.4688,-99.08592
9019,9019,15272.108843537417,147.0,casa,3.0,2.0,2.0,MAGDALENA  MIXHUCA,VENUSTIANO CARRANZA,19.40723,-99.11429
2076,2076,15281.767955801104,181.0,casa,3.0,2.0,2.0,IRRIGACION,MIGUEL HIDALGO,19.44441,-99.20866
3727,3727,37606.83760683761,117.0,departamento,3.0,2.0,2.0,EX HACIENDA COAPA,COYOACAN,19.3108788,-99.1386972
5595,5595,39010.98901098901,91.0,departamento,3.0,2.0,2.0,LETRAN VALLE,BENITO JUAREZ,19.37729730215201,-99.1598758134152
4988,4988,37810.21897810219,137.0,departamento,3.0,2.0,2.0,DEL VALLE VII,BENITO JUAREZ,19.3641297,-99.1721474
722,722,51724.137931034486,116.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.443262,-99.2020314
712,712,51724.137931034486,116.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.443262,-99.2020314
6459,6459,52500.0,96.0,departamento,3.0,2.0,2.0,VERONICA ANZURES,MIGUEL HIDALGO,19.437722,-99.172525
4532,4532,53271.02803738318,107.0,departamento,3.0,2.0,2.0,ESCANDON II,MIGUEL HIDALGO,19.400579541949,-99.180072433195
8697,8697,16000.0,200.0,casa,4.0,2.0,2.0,JACARANDAS,IZTAPALAPA,19.3484825,-99.0521896
3134,3134,53333.333333333336,150.0,departamento,3.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
7433,7433,37500.0,208.0,casa,3.0,2.0,2.0,MODERNA,BENITO JUAREZ,19.39367,-99.13555
2775,2775,37500.0,120.0,departamento,3.0,2.0,2.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3666526,-99.2715421
4503,4503,37666.66666666666,90.0,departamento,3.0,2.0,2.0,ESCANDON II,MIGUEL HIDALGO,19.4015865,-99.1785164
5447,5447,52836.28115916498,113.53,departamento,3.0,2.0,2.0,DEL VALLE I,BENITO JUAREZ,19.39662,-99.16479
1245,1245,53030.30303030303,198.0,departamento,3.0,2.0,2.0,HIPODROMO I,CUAUHTEMOC,19.4141826,-99.1693286
6769,6769,15100.0,90.0,departamento,3.0,2.0,2.0,LINDAVISTA I,GUSTAVO A. MADERO,19.4888785,-99.1298249
3389,3389,38888.88888888889,144.0,departamento,4.0,2.0,2.0,LINDAVISTA II,GUSTAVO A. MADERO,19.499518554850457,-99.13085550649588
4154,4154,23404.25531914893,470.0,casa,3.0,2.0,2.0,EL CONTADERO,CUAJIMALPA DE MORELOS,19.3456127,-99.2982397
5597,5597,39010.98901098901,91.0,departamento,3.0,2.0,2.0,LETRAN VALLE,BENITO JUAREZ,19.37729730215201,-99.1598758134152
8132,8132,52956.14035087719,114.0,departamento,3.0,2.0,2.0,VILLA COYOACAN,COYOACAN,19.34686,-99.16079
4074,4074,31250.0,144.0,departamento,3.0,2.0,2.0,DEL VALLE II,BENITO JUAREZ,19.39404238094952,-99.16604727017751
7743,7743,22777.777777777777,180.0,casa,3.0,2.0,2.0,JARDIN BALBUENA I,VENUSTIANO CARRANZA,19.42722,-99.11026
6420,6420,53526.78571428572,112.0,departamento,3.0,2.0,2.0,XOCO,BENITO JUAREZ,19.3627559,-99.1633456
4502,4502,37666.66666666666,90.0,departamento,3.0,2.0,2.0,ESCANDON II,MIGUEL HIDALGO,19.4015865,-99.1785164
6167,6167,23529.41176470588,255.0,casa,3.0,2.0,2.0,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,19.3561942,-99.2868611
7435,7435,29072.43,200.0,casa,4.0,2.0,2.0,MODERNA,BENITO JUAREZ,19.39527,-99.13468
3732,3732,37692.307692307695,117.0,departamento,3.0,2.0,2.0,XOTEPINGO,COYOACAN,19.3254468,-99.1389558
1132,1132,52649.00662251656,151.0,departamento,3.0,2.0,2.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3951877,-99.2597677
3276,3276,51829.26829268293,82.0,departamento,3.0,2.0,2.0,ANAHUAC II,MIGUEL HIDALGO,19.44366,-99.17698
1103,1103,53125.0,160.0,departamento,3.0,2.0,2.0,MORALES SECCION PALMAS (POLANCO),MIGUEL HIDALGO,19.4363388,-99.2043312116
3642,3642,43418.80341880342,117.0,departamento,3.0,2.0,2.0,ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.44197,-99.18349
6435,6435,53684.21052631579,95.0,departamento,3.0,2.0,2.0,XOCO,BENITO JUAREZ,19.3638754,-99.1629544
9040,9040,15490.636363636364,110.0,casa,3.0,2.0,2.0,CASAS ALEMAN (AMPL) II,GUSTAVO A. MADERO,19.4776,-99.08418
674,674,59345.79439252336,107.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.442722353724008,-99.20123468161464
651,651,59016.39344262295,122.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.44173998866433,-99.20454208360592
676,676,59016.39344262295,122.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.44173998866433,-99.20454208360592
2948,2948,15571.42857142857,350.0,departamento,3.0,2.0,2.0,NARVARTE V,BENITO JUAREZ,19.3837129,-99.157066
3995,3995,58974.35897435898,117.0,departamento,3.0,2.0,2.0,HIPODROMO CONDESA,CUAUHTEMOC,19.4114067,-99.1768968
577,577,58974.35897435898,117.0,departamento,3.0,2.0,2.0,CONDESA,CUAUHTEMOC,19.41529,-99.17578
7778,7778,15973.154362416108,149.0,casa,3.0,2.0,2.0,JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.41617,-99.10743
840,840,58944.09937888199,161.0,casa,3.0,2.0,2.0,LOMAS DE BEZARES,MIGUEL HIDALGO,19.3909815,-99.2439166
841,841,58944.09937888199,161.0,casa,3.0,2.0,2.0,LOMAS DE BEZARES,MIGUEL HIDALGO,19.3909815,-99.2439166
832,832,58944.09937888199,161.0,departamento,3.0,2.0,2.0,LOMAS DE BEZARES,MIGUEL HIDALGO,19.3909815,-99.2439166
9028,9028,15820.173913043478,230.0,casa,3.0,2.0,2.0,SANTA LUCIA,ALVARO OBREGON,19.35575,-99.25398
1659,1659,15825.301204819278,332.0,casa,3.0,2.0,2.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.317106,-99.2259946
4899,4899,43800.0,200.0,casa,3.0,2.0,2.0,LAS AGUILAS,ALVARO OBREGON,19.3615588,-99.1992021
8413,8413,52845.52845528456,123.0,departamento,3.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
5437,5437,43459.39031028851,146.96,departamento,3.0,2.0,2.0,DEL VALLE I,BENITO JUAREZ,19.39662,-99.16479
5213,5213,53172.58883248731,197.0,departamento,3.0,2.0,2.0,REFORMA SOCIAL,MIGUEL HIDALGO,19.4334975771,-99.2112207413
1106,1106,53125.0,160.0,departamento,3.0,2.0,2.0,MORALES SECCION PALMAS (POLANCO),MIGUEL HIDALGO,19.4363388,-99.2043312116
8099,8099,22950.0,100.0,casa,3.0,2.0,2.0,COLINAS DEL SUR,ALVARO OBREGON,19.36519,-99.22408
5763,5763,53425.1968503937,127.0,departamento,3.0,2.0,2.0,ACTIPAN,BENITO JUAREZ,19.3674637048,-99.1770181732
8326,8326,22918.66028708134,209.0,casa,3.0,2.0,2.0,NUEVA ATZACOALCO II,GUSTAVO A. MADERO,19.50048,-99.0845
4810,4810,53461.53846153846,130.0,departamento,3.0,2.0,2.0,NAPOLES,BENITO JUAREZ,19.3943574,-99.1774462
2636,2636,22553.191489361703,141.0,casa,3.0,2.0,2.0,TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,19.3399,-99.19279
6553,6553,32203.38983050848,118.0,departamento,3.0,2.0,2.0,LOS GIRASOLES III,COYOACAN,19.30825,-99.12666
6528,6528,53691.26845637584,149.0,departamento,3.0,2.0,2.0,TEPEYAC INSURGENTES,GUSTAVO A. MADERO,19.4855507,-99.1220962
3216,3216,5645.933014354067,209.0,departamento,2.0,2.0,2.0,CHAPULTEPEC POLANCO (POLANCO),MIGUEL HIDALGO,19.4311302,-99.1998441
239,239,6567.375886524823,141.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4335871,-99.1925379
2644,2644,36250.0,120.0,departamento,3.0,2.0,2.0,TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,19.3336342,-99.2009725
2946,2946,42079.20792079208,101.0,departamento,3.0,2.0,2.0,NARVARTE V,BENITO JUAREZ,19.3819433,-99.1580261
6080,6080,56434.02871212121,132.0,departamento,3.0,2.0,2.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.369093,-99.16339
6078,6078,56434.02871212121,132.0,departamento,3.0,2.0,2.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.369093,-99.16339
4659,4659,35000.0,100.0,departamento,2.0,2.0,2.0,NONOALCO,BENITO JUAREZ,19.3815066,-99.1847678
1619,1619,18266.666666666668,150.0,casa,3.0,2.0,2.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.32162,-99.23086
2788,2788,58227.85443037975,158.0,departamento,3.0,2.0,2.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3604685,-99.2684882
5956,5956,16450.0,100.0,casa,3.0,2.0,2.0,OCHO DE AGOSTO,BENITO JUAREZ,19.39504,-99.18701
6819,6819,16428.571428571428,140.0,casa,3.0,2.0,2.0,LINDAVISTA I,GUSTAVO A. MADERO,19.49422,-99.13525
8961,8961,16750.0,200.0,casa,3.0,2.0,2.0,LOMAS DE CAPULA,ALVARO OBREGON,19.37875,-99.21544
2916,2916,18500.0,100.0,casa,3.0,2.0,2.0,SAN BARTOLO AMEYALCO (PBLO),ALVARO OBREGON,19.33295,-99.27516
3575,3575,45000.0,180.0,departamento,3.0,2.0,2.0,BOSQUES DE TARANGO,ALVARO OBREGON,19.3416447,-99.2596829
5708,5708,42016.80672268908,238.0,departamento,3.0,2.0,2.0,ROMA SUR I,CUAUHTEMOC,19.40962,-99.1550361
8484,8484,35411.39240506329,158.0,departamento,2.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
8134,8134,56656.0,125.0,departamento,3.0,2.0,2.0,VILLA COYOACAN,COYOACAN,19.34686,-99.16079
7920,7920,17549.668874172185,302.0,departamento,3.0,2.0,2.0,HEROES DE PADIERNA I,TLALPAN,19.2814839,-99.2247518
7600,7600,42910.44776119403,134.0,casa,4.0,2.0,2.0,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,19.4670265,-99.1185777
8647,8647,18487.3949579832,119.0,casa,3.0,2.0,2.0,SANTA MARTHA ACATITLA_(PBLO),IZTAPALAPA,19.3626959,-99.0067756
4669,4669,16055.555555555557,90.0,casa,3.0,2.0,2.0,NONOALCO,BENITO JUAREZ,19.38279,-99.18791
8511,8511,16165.413533834586,266.0,casa,3.0,2.0,2.0,MORELOS II,VENUSTIANO CARRANZA,19.43797,-99.11491
3105,3105,58620.68965517241,145.0,departamento,3.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
8510,8510,16165.413533834586,266.0,casa,3.0,2.0,2.0,MORELOS II,VENUSTIANO CARRANZA,19.43797,-99.11491
8335,8335,31105.99078341014,217.0,casa,3.0,2.0,2.0,EDUCACION,COYOACAN,19.3386381,-99.130051
7582,7582,39234.54285714286,210.0,casa,4.0,2.0,2.0,VILLA VERDUN,ALVARO OBREGON,19.3391,-99.25739
2912,2912,16512.0,150.0,casa,3.0,2.0,2.0,SAN BARTOLO AMEYALCO (PBLO),ALVARO OBREGON,19.33295,-99.27516
2083,2083,58333.333333333336,96.0,departamento,3.0,2.0,2.0,IRRIGACION,MIGUEL HIDALGO,19.4416522,-99.2087581
8443,8443,34504.5871559633,218.0,departamento,2.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
8399,8399,56875.0,160.0,casa,3.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
7249,7249,9444.033333333333,210.0,casa,4.0,2.0,2.0,LOMAS DE LAS AGUILAS,ALVARO OBREGON,19.34705,-99.23486
6072,6072,57628.48984848485,132.0,departamento,3.0,2.0,2.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.369093,-99.16339
31,31,6701.030927835051,194.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4331242,-99.2005531
8623,8623,9406.25,160.0,casa,4.0,2.0,2.0,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,GUSTAVO A. MADERO,19.45657,-99.08867
4133,4133,36125.0,80.0,departamento,2.0,2.0,2.0,EL CONTADERO,CUAJIMALPA DE MORELOS,19.3486758,-99.2967974
7174,7174,7795.698924731183,186.0,casa,4.0,2.0,2.0,CAMPESTRE CHURUBUSCO,COYOACAN,19.34617,-99.13454
867,867,35951.66163141994,331.0,departamento,2.0,2.0,2.0,LOMAS DE BEZARES,MIGUEL HIDALGO,19.3909815,-99.2439166
3584,3584,33173.07692307692,208.0,casa,3.0,2.0,2.0,BOSQUES DE TARANGO,ALVARO OBREGON,19.350234,-99.248765
2191,2191,34959.349593495936,123.0,departamento,2.0,2.0,2.0,DEL VALLE VI,BENITO JUAREZ,19.37767639731255,-99.16476477430616
5217,5217,44529.41176470588,85.0,departamento,3.0,2.0,2.0,REFORMA SOCIAL,MIGUEL HIDALGO,19.43112,-99.21745
4550,4550,42900.0,100.0,departamento,3.0,2.0,2.0,NOCHE BUENA,BENITO JUAREZ,19.382168,-99.1766691
79,79,96153.84615384616,156.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4332601,-99.1990898
4390,4390,58585.85858585859,99.0,departamento,3.0,2.0,2.0,GRANADA,MIGUEL HIDALGO,19.44092,-99.19777
725,725,58571.42857142857,105.0,departamento,3.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.4413824,-99.2028476
8819,8819,18303.030303030304,165.0,casa,3.0,2.0,2.0,PUEBLO NUEVO ALTO,LA MAGDALENA CONTRERAS,19.30473,-99.25387
7549,7549,18350.0,100.0,casa,3.0,2.0,2.0,MERCED GOMEZ,BENITO JUAREZ,19.36495,-99.19081
8261,8261,37012.98701298701,154.0,departamento,3.0,2.0,2.0,SALVADOR DIAZ MIRON,GUSTAVO A. MADERO,19.4871043,-99.0969411
3079,3079,17350.0,100.0,casa,3.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
2855,2855,56390.97744360902,133.0,departamento,3.0,2.0,2.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3614296,-99.2683808
5285,5285,58208.9552238806,134.0,casa,3.0,2.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3593604,-99.2910871
2052,2052,56861.313868613135,137.0,departamento,3.0,2.0,2.0,LOMAS DE SANTA FE II,ALVARO OBREGON,19.36634,-99.26306
5442,5442,43649.0813648294,140.97,departamento,3.0,2.0,2.0,DEL VALLE I,BENITO JUAREZ,19.39662,-99.16479
6075,6075,57743.32403508773,114.0,departamento,3.0,2.0,2.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.369093,-99.16339
3176,3176,57734.4,110.0,departamento,3.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
4104,4104,57727.27272727273,110.0,departamento,3.0,2.0,2.0,DEL VALLE II,BENITO JUAREZ,19.3936856,-99.1675193
4621,4621,56875.0,160.0,casa,3.0,2.0,2.0,DEL VALLE IV,BENITO JUAREZ,19.38332,-99.16854
4471,4471,9650.0,200.0,departamento,4.0,2.0,2.0,TETELPAN,ALVARO OBREGON,19.340022,-99.2318917
5002,5002,56875.0,160.0,casa,3.0,2.0,2.0,DEL VALLE VII,BENITO JUAREZ,19.37074,-99.17373
5340,5340,58050.0,98.0,departamento,3.0,2.0,2.0,JUAREZ,CUAUHTEMOC,19.4223358,-99.1727197
3059,3059,56875.0,160.0,casa,3.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
2600,2600,32916.666666666664,360.0,departamento,3.0,2.0,2.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3766698,-99.2681539
6386,6386,15812.5,160.0,casa,2.0,2.0,2.0,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GUSTAVO A. MADERO,19.47997,-99.10075
5325,5325,44672.13114754098,244.0,departamento,3.0,2.0,2.0,DEL BOSQUE (POLANCO),MIGUEL HIDALGO,19.4356610424,-99.2104697227
214,214,237.41007194244605,139.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
4657,4657,32624.113475177302,141.0,departamento,2.0,2.0,2.0,NONOALCO,BENITO JUAREZ,19.3845443,-99.1844325
5498,5498,10389.61038961039,231.0,casa,2.0,2.0,2.0,SAN SIMON TICUMAC,BENITO JUAREZ,19.37478,-99.1442
7454,7454,14032.689814814816,216.0,casa,2.0,2.0,2.0,INDUSTRIAL I,GUSTAVO A. MADERO,19.47482,-99.12593
8401,8401,13740.075862068965,145.0,casa,2.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
5791,5791,43871.55963302752,109.0,departamento,3.0,2.0,2.0,NARVARTE IV,BENITO JUAREZ,19.39204700125632,-99.14683329514868
2455,2455,27239.75903614458,166.0,departamento,2.0,2.0,2.0,TABACALERA,CUAUHTEMOC,19.4387549,-99.1532966
4663,4663,34803.92156862745,102.0,departamento,3.0,2.0,2.0,NONOALCO,BENITO JUAREZ,19.383023601881245,-99.18690392248432
4661,4661,34803.92156862745,102.0,departamento,3.0,2.0,2.0,NONOALCO,BENITO JUAREZ,19.383023601881245,-99.18690392248432
9093,9093,32578.947368421053,95.0,departamento,2.0,2.0,2.0,MIRAVALLE,BENITO JUAREZ,19.36149,-99.14159
6984,6984,32627.1186440678,118.0,departamento,2.0,2.0,2.0,FUENTES Y PEDREGAL DE TEPEPAN,TLALPAN,19.27144,-99.15187
6982,6982,32627.1186440678,118.0,departamento,2.0,2.0,2.0,FUENTES Y PEDREGAL DE TEPEPAN,TLALPAN,19.27144,-99.15187
4653,4653,32624.113475177302,141.0,departamento,2.0,2.0,2.0,NONOALCO,BENITO JUAREZ,19.3845443,-99.1844325
5248,5248,26116.504854368934,103.0,departamento,2.0,2.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3547071,-99.3017109
5319,5319,44672.13114754098,244.0,departamento,3.0,2.0,2.0,DEL BOSQUE (POLANCO),MIGUEL HIDALGO,19.4356610424,-99.2104697227
1581,1581,26556.016597510374,241.0,casa,2.0,2.0,2.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.32602,-99.22641
5245,5245,26116.504854368934,103.0,departamento,2.0,2.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3547071,-99.3017109
5254,5254,26116.504854368934,103.0,departamento,2.0,2.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3547071,-99.3017109
5276,5276,32867.13286713287,143.0,casa,3.0,2.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.358397,-99.2961093
4779,4779,24166.666666666668,180.0,departamento,2.0,2.0,2.0,NAPOLES,BENITO JUAREZ,19.3937579,-99.1779384
7015,7015,20625.0,160.0,departamento,2.0,2.0,2.0,HEROES DE PADIERNA II,TLALPAN,19.28415,-99.22308
5777,5777,23100.0,90.0,departamento,2.0,2.0,2.0,NARVARTE IV,BENITO JUAREZ,19.3928098,-99.1497664
8158,8158,21241.13475177305,141.0,departamento,2.0,2.0,2.0,SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.3695815,-99.2866622
4766,4766,18437.5,320.0,departamento,2.0,2.0,2.0,NAPOLES,BENITO JUAREZ,19.3922632,-99.1804669
